1,10,9,54614.1076487,0.0000546,29316,1765
2,10,11,58675.0998910,0.0000587,16940,5506
3,10,13,71753.6945813,0.0000718,-44448,6090
4,10,10,50375.4486962,0.0000504,25217,5906
5,20,24,153512.1652146,0.0001535,-32021,3099
6,20,24,177683.2211538,0.0001777,25130,2080
7,20,28,144335.4093098,0.0001443,-41693,3115
8,20,26,134900.0452694,0.0001349,-37205,4418
9,40,56,326419.3284936,0.0003264,-114203,1102
10,40,50,297562.7688172,0.0002976,-31929,2976
11,40,50,272656.4811614,0.0002727,-79570,2893
12,40,52,323830.3339882,0.0003238,-79741,2545
13,80,108,656220.8374875,0.0006562,-139926,1003
14,80,99,630728.5336856,0.0006307,-198094,1514
15,80,104,620904.9946865,0.0006209,-110571,941
16,80,114,826494.9063670,0.0008265,-233320,1335
17,100,136,949866.1313869,0.0009499,-141960,685
18,100,129,929337.5142531,0.0009293,-271743,877
19,100,137,873792.4349882,0.0008738,-288906,846
20,100,132,935897.3540146,0.0009359,-229506,1096
21,200,267,2034106.3829787,0.0020341,-510185,517
22,200,269,1815860.1226994,0.0018159,-515136,489
23,200,269,1745549.4680851,0.0017455,-444357,188
24,200,267,2043655.3819444,0.0020437,-393278,576
25,400,540,3539380.3571429,0.0035394,-1119906,112
26,400,518,3355874.6666667,0.0033559,-788168,225
27,400,538,3878332.1266968,0.0038783,-895704,221
28,400,526,3395911.0344828,0.0033959,-733645,145
29,800,1063,9213444.4444444,0.0092134,-1541291,108
30,800,1058,10307181.5533981,0.0103072,-1578294,103
31,800,1076,8155842.9752066,0.0081558,-1664316,121
32,800,1049,8317628.4403670,0.0083176,-1652119,109
33,1000,1300,9543010.8695652,0.0095430,-2089013,92
34,1000,1313,13849045.6521739,0.0138490,-1934208,46
35,1000,1328,11038460.8695652,0.0110385,-2229428,69
36,1000,1344,9326254.6391753,0.0093263,-2356163,97
37,2000,2699,20448892.8571429,0.0204489,-4811598,42
38,2000,2654,22608710.2564103,0.0226087,-4739387,39
39,2000,2652,21037453.3333333,0.0210375,-4717250,45
40,2000,2677,20349945.0000000,0.0203499,-4537267,40
41,4000,5360,46450720.0000000,0.0464507,-8722212,20
42,4000,5315,44838038.4615385,0.0448380,-9314968,13
43,4000,5340,48587966.6666667,0.0485880,-9845767,18
44,4000,5368,44489063.1578947,0.0444891,-8681447,19
45,8000,10705,116701075.0000000,0.1167011,-17844628,8
46,8000,10670,114580162.5000000,0.1145802,-18798446,8
47,8000,10662,103291377.7777778,0.1032914,-18741474,9
48,8000,10757,109845587.5000000,0.1098456,-18178610,8
49,10000,13301,130327450.0000000,0.1303275,-22079522,6
50,10000,13340,133966585.7142857,0.1339666,-22338561,7
51,10000,13287,147425150.0000000,0.1474252,-22581384,6
52,10000,13311,140303457.1428571,0.1403035,-22606313,7
53,20000,26667,274782600.0000000,0.2747826,-45962292,3
54,20000,26826,299046433.3333333,0.2990464,-45195405,3
55,20000,26673,282015300.0000000,0.2820153,-47854708,3
56,20000,26670,278584666.6666667,0.2785847,-46418161,3
57,40000,53415,839815200.0000000,0.8398152,-92003321,1
58,40000,53446,708695700.0000000,0.7086957,-94397064,1
59,40000,53242,679061400.0000000,0.6790614,-88771991,1
60,40000,53319,720011500.0000000,0.7200115,-93017025,1
61,80000,106914,1817621900.0000000,1.8176219,-186834082,1
62,80000,106633,1619099800.0000000,1.6190998,-185997521,1
63,80000,106586,1476226800.0000000,1.4762268,-182065015,1
64,80000,106554,1592142800.0000000,1.5921428,-180793224,1
65,100000,133395,2651459600.0000000,2.6514596,-230698391,1
66,100000,133214,2160093100.0000000,2.1600931,-230168572,1
67,100000,133524,2475796100.0000000,2.4757961,-231393935,1
68,100000,133463,2364580300.0000000,2.3645803,-231011693,1
